809;Hoover;687 Grandview Drive;Charleston;86501;GA;08-07-1951;732-664-6767;8.52
810;Jefferson;812 N Harrison St NO 10;Madison;83419;AZ;28-03-1968;948-249-5848;70.9
811;Garfield;630 3/4 Bowles Avenue NO 25;Columbus;54635;WI;13-11-1954;493-544-4359;111.89
812;Nixon;885 3/4 Via Real;Boston;71902;OK;04-03-1992;953-872-3401;69.51
813;Fillmore;699 Monroe Street UNIT 4;Honolulu;55270;WI;13-03-1952;646-650-3291;113.85
814;Coolidge;153 E Fowler Avenue;Annapolis;38694;MO;15-03-1950;668-838-2392;89.93
815;Taylor;775 Bailard Avenue;Concord;65733;OR;28-01-1990;272-846-3416;63.69
816;Garfield;989 Grandview Drive;Concord;51472;MS;29-03-1972;577-513-7813;49.27
817;Nixon;529 East Fry Blvd.;Salt Lake City;65635;WV;19-07-1961;281-910-9448;62.77
818;Johnson;620 North Atherton Street;Sacramento;35793;MI;16-08-1966;868-378-9606;100.37
819;Cleveland;749 Santa Ana Freeway APT 5;Tallahassee;86204;WA;11-07-1997;749-598-4232;70.7
820;Jefferson;227 Corona Del Mar;Madison;13757;SC;19-06-1997;822-620-7986;5.39
821;Carter;478 Newbury Road;Jefferson City;29545;SD;04-10-1994;732-424-6875;32.32
822;Ford;150 1/4 Jones Road;Pierre;65720;HI;23-03-1989;632-535-9873;100.85
823;Reagan;18 1/2 North Preisker Lane;Tallahassee;17821;FL;18-06-1984;481-975-6599;25.24
824;Johnson;52 North Atherton Street UNIT 38;Topeka;28330;WY;14-07-1988;854-184-1763;79.78
825;Hayes;856 South Highway;Boston;84879;DE;04-12-1985;589-593-9844;3.6
826;Adams;822 Santa Rosa South;Madison;66742;UT;28-07-1969;522-638-4345;90.17
827;Carter;424 Lindbergh Blvd;Atlanta;62120;VT;13-03-1969;791-477-4831;60.07
828;Clinton;543 Newbury Road APT 14;Raleigh;53826;RI;13-02-1957;770-288-5279;67.07
829;Tyler;577 1/4 Bailard Avenue;Phoenix;81343;TN;25-01-1987;554-400-5563;3.95
830;Taft;213 Camelback Rd;Baton Rouge;54571;AZ;11-07-1957;971-221-4357;73.81
831;Harrison;418 East Calle Primera;Tallahassee;36783;CT;11-07-1972;580-844-1684;102.98
832;Harrison;359 Tully Road East;Montpelier;36187;AK;15-09-1967;237-372-7448;46.38
833;Polk;522 Cabrillo Highway;Pierre;83590;LA;23-11-1957;551-590-7285;82.82
834;Johnson;683 North Atherton Street NO 29;Montgomery;82476;KS;08-06-1960;492-817-3440;29.8
835;Johnson;344 3/4 Pacific Hwy S;Boston;43078;MO;22-10-1995;643-624-3984;83.47
836;Adams;924 W. Russell St.;Juneau;15759;IA;01-02-1996;356-261-5049;36.67
837;Quincy;821 San Diego Freeway;Jefferson City;35588;NY;26-03-1986;944-240-2453;55.95
838;Ford;308 Katella Avenue;Santa Fe;11477;KY;25-12-1950;478-238-5468;61.28
839;Cleveland;989 Calle Real;Bismarck;34460;KS;25-09-1961;287-254-4404;3.03
840;Harrison;332 Timberlane Drive NO 24;Dover;24759;CA;31-07-1996;312-318-7281;20.4
841;Coolidge;402 El Camino Real APT 34;Salem;21365;NH;20-02-1955;256-561-4767;39.93
842;Johnson;508 Calle Real;Topeka;35642;VT;15-09-1951;213-505-6738;35.22
843;Hoover;450 1/2 North Ventu Park Road;Lincoln;71977;GA;21-10-1977;253-193-7158;99.98
844;Harrison;235 San Simeon;Richmond;60532;MT;25-11-1961;435-158-5360;23.97
845;Coolidge;727 Fontaine Road;Santa Fe;11937;CA;14-09-1976;996-174-1289;71.44
846;Jefferson;655 Corona Del Mar;Indianapolis;69114;MS;03-04-1980;887-168-7528;67.98
847;Wilson;120 S Rustle St;Providence;78986;NH;19-06-1986;340-660-4288;100.06
848;Johnson;369 Santa Monica Road APT 37;Concord;31797;LA;24-09-1951;866-888-9369;73.55
849;Clinton;328 E Fowler Avenue STE 40;Lansing;27254;WV;27-07-1984;781-327-3470;54.4
850;Van Buren;667 San Marcos;Santa Fe;48062;WY;17-04-1975;599-274-4242;24.77
851;McKinley;175 N Kentwood;Dover;32027;MT;13-12-1977;936-737-4764;13.7
852;Ford;654 Fontaine Road;Cheyenne;48138;OH;23-12-1969;218-514-5702;24.88
853;Adams;836 San Diego Freeway NO 14;Richmond;50709;AK;28-01-1997;366-690-2098;85.53
854;Hayes;391 San Luis Obispo North;Topeka;31424;PA;03-02-1967;791-127-2144;63.32
855;Jefferson;973 N Harrison St STE 50;Nashville;27186;VT;23-10-1973;841-866-5287;75.81
856;Garfield;169 1/4 South Roosevelt Drive;Helena;64023;RI;26-09-1954;253-968-8426;72.12
857;Hoover;235 East 1st Street;Topeka;32005;IA;26-02-1971;981-578-8397;66.81
858;Johnson;392 San Diego Freeway;Juneau;72843;MN;03-11-1988;455-388-8691;34.09
859;Cleveland;463 Carpinteria North NO 22;Saint Paul;20340;SC;12-02-1997;613-216-5012;81.39
860;Reagan;660 North Ventu Park Road;Oklahoma City;56901;UT;27-11-1952;950-201-4573;18.53
861;Adams;939 San Ysidro Blvd NO 39;Concord;54595;VA;14-11-1990;961-658-7934;73.46
862;Johnson;94 1/4 North Preisker Lane;Hartford;86954;ID;11-08-1992;966-481-3001;57.77
863;Taylor;85 Monroe Street;Atlanta;85092;OR;16-05-1957;597-147-6416;62.47
864;Adams;539 North Atherton Street STE 7;Denver;40737;CA;10-07-1975;776-397-2239;8.2
865;Adams;964 San Ysidro Blvd NO 35;Springfield;32392;RI;04-09-1950;890-194-9561;114.92
866;Clinton;362 Apalachee Parkway BLDG 3;Montpelier;47747;LA;10-01-1986;301-630-1475;87.46
867;Pierce;110 El Camino Real;Atlanta;81692;RI;30-01-1954;467-735-6764;56.36
868;Fillmore;415 N Kentwood;Salem;64919;IA;03-10-1989;974-359-8166;118.71
869;Jackson;2 1/2 Lake Tahoe Blvd.;Helena;29336;TN;02-05-1957;837-162-7175;59.98
870;Adams;472 E Fowler Avenue UNIT 28;Olympia;62616;NJ;11-08-1981;281-897-1779;37.32
871;Johnson;930 Moreno Drive;Boston;52708;MN;18-01-1967;672-701-2380;13.18
872;Carter;74 Carpinteria South BLDG 14;Nashville;61798;HI;17-08-1975;638-411-1467;62.08
873;Roosevelt;229 San Marcos;Oklahoma City;28913;IL;19-07-1986;509-106-9839;107.01
874;Clinton;913 3/4 El Camino Real;Austin;44512;VA;02-11-1974;793-364-5207;55.5
875;Adams;95 Pacific Hwy S BLDG 22;Raleigh;33108;WA;27-04-1965;579-301-1285;65.25
876;Adams;339 Grandview Drive;Little Rock;47432;ID;13-05-1975;604-466-5724;29.78
877;Pierce;617 1/4 East 1st Street STE 47;Annapolis;50147;MI;02-04-1970;293-873-2496;48.93
878;Wilson;474 Carpinteria Avenue;Bismarck;41824;OR;07-11-1974;630-507-6284;22.19
879;Taylor;882 Cabrillo Highway;Sacramento;33672;ID;05-11-1978;927-418-4212;61.5
880;Hoover;296 3/4 Timberlane Drive;Austin;26541;WI;04-07-1967;530-722-6112;55.66
881;Harrison;283 1/4 French Camp Turnpike Road;Boise;18609;ME;13-08-1954;409-175-1720;82.02
882;Adams;981 Lindbergh Blvd;Sacramento;21514;MA;20-11-1967;535-615-7418;26.03
883;Coolidge;843 Jean de la Fontaine;Santa Fe;21407;IN;23-10-1964;574-111-2869;110.44
884;Quincy;17 Bayshore Freeway;Dover;21910;MI;20-08-1973;795-920-9343;104.14
885;Tyler;790 Bayshore Freeway;Jefferson City;33779;RI;20-09-1968;966-339-6497;31.79
886;Van Buren;444 San Diego Freeway NO 3;Nashville;17890;MS;13-05-1981;841-104-9691;68.34
887;Madison;617 Pacific Hwy S;Jefferson City;11608;CO;31-08-1972;762-277-8796;79.79
888;Clinton;986 Pacific Hwy S;Santa Fe;18987;NE;02-11-1989;788-421-1979;24.01
889;Clinton;47 Bayshore Freeway;Richmond;15840;WV;09-12-1963;916-789-8492;78.33
890;Hoover;1 Pacific Hwy S;Salem;25925;MT;11-09-1984;511-974-2019;4.09
891;Roosevelt;33 1/4 Burnett Road APT 19;Des Moines;70305;OK;31-10-1959;466-360-1701;106.18
892;Grant;352 E Fowler Avenue;Raleigh;60244;NY;04-11-1958;409-457-7104;38.91
893;Buchanan;627 Cerrillos Road;Providence;68443;MD;20-12-1991;321-901-4007;64.75
894;McKinley;607 Steele Lane;Topeka;43965;NJ;30-09-1986;399-963-6460;23.77
895;Nixon;824 North Ventu Park Road BLDG 14;Jackson;33644;CO;08-02-1954;867-274-6164;99.02
896;Washington;915 Padre Boulevard NO 10;Charleston;81531;MI;26-10-1950;367-898-3819;56.14
897;Adams;425 1/4 Santa Rosa North UNIT 43;Raleigh;38721;DE;08-08-1973;711-200-3209;23.61
898;Harrison;307 Via Real;Hartford;33309;NH;04-01-1970;692-337-6328;57.84
899;Buchanan;972 Jones Road;Raleigh;88384;GA;01-10-1962;905-779-7821;12.33
900;Pierce;573 Hutchinson Rd STE 38;Boston;39292;OR;30-11-1952;887-989-7318;17.03
901;Quincy;494 E Fowler Avenue;Jackson;69299;UT;19-02-1994;754-833-5492;54.58
902;Eisenhower;998 Steele Lane;Nashville;57536;AR;16-06-1973;970-286-1577;118.35
903;Truman;720 Camelback Rd;Harrisburg;75051;CA;02-04-1988;360-964-6800;55.99
904;Pierce;610 1/4 East Main Street;Santa Fe;47452;MD;10-06-1963;812-901-2898;35.27
905;Coolidge;454 1/4 Santa Monica Road;Olympia;36541;HI;03-07-1997;424-174-7660;38.57
906;Washington;23 North Preisker Lane;Jefferson City;60717;TN;28-01-1964;863-553-9201;14.02
907;Madison;240 El Camino Real;Topeka;78488;KS;27-10-1982;417-491-8424;109.34
908;Grant;794 Jean de la Fontaine APT 27;Saint Paul;15348;AL;29-09-1982;717-964-4992;54.34
909;Clinton;103 N Harrison St;Augusta;49835;DE;30-01-1959;478-112-4916;79.85
910;Harrison;850 Richmond Hill;Tallahassee;31126;WV;08-02-1953;913-368-4245;67.73
911;Madison;331 Westside Freeway;Montpelier;55486;MA;29-06-1957;540-738-8937;98.64
912;Polk;939 Steele Lane;Cheyenne;15696;OK;22-10-1972;823-803-5693;86.83
913;Kennedy;941 1/4 North Ventu Park Road;Richmond;22327;MN;28-02-1985;828-170-6891;21.81
914;Quincy;164 East Calle Primera;Juneau;46289;NM;11-12-1996;840-414-1388;44.26
915;Wilson;942 3/4 North Ventu Park Road;Lincoln;43117;SD;30-12-1981;853-803-7386;84.14
916;Carter;999 3/4 Newbury Road NO 42;Topeka;51632;MO;24-06-1953;507-658-3855;95.16
917;Hoover;343 1/4 San Luis Obispo North;Tallahassee;83809;NC;02-03-1979;624-107-2036;83.16
918;Taft;903 Carpinteria Avenue STE 1;Jefferson City;17185;VA;07-10-1962;405-898-6018;37.38
919;Eisenhower;866 Bowles Avenue;Saint Paul;47904;OH;13-04-1955;820-516-3639;14.94
920;Coolidge;811 Jones Road;Raleigh;42335;RI;09-06-1971;629-810-3688;114.38
921;Clinton;395 San Ysidro Blvd;Salt Lake City;16334;NH;29-06-1954;433-746-8169;55.61
922;Adams;720 East 1st Street;Montpelier;73140;CT;12-10-1994;889-657-8113;46.58
923;Harding;868 1/2 Cerrillos Road;Denver;36832;MO;15-09-1986;228-107-4782;98.76
924;Cleveland;539 Bailard Avenue;Concord;28125;RI;26-10-1965;249-488-5042;89.8
925;Lincoln;208 Fairview Avenue;Salem;80040;MO;27-01-1962;530-795-9151;82.12
926;Buchanan;187 3/4 Carpinteria Avenue;Phoenix;11742;WA;03-04-1977;357-470-5600;73.27
927;Kennedy;595 East Calle Primera;Madison;58956;FL;19-12-1971;480-575-8764;116.1
928;Van Buren;316 1/2 Tanger Blvd;Concord;68300;WV;16-07-1986;957-283-7622;85.54
929;Harrison;390 Jean de la Fontaine BLDG 11;Carson City;69049;SC;16-08-1992;482-886-4397;86.06
930;Hayes;210 Carpinteria South;Montpelier;72852;NY;20-02-1986;747-199-8315;117.18
931;Eisenhower;688 Carpinteria South;Columbus;16379;OK;29-08-1971;975-724-5301;16.77
932;Polk;423 E Fowler Avenue STE 12;Salem;53320;NM;23-04-1973;796-447-6900;92.58
933;Polk;124 Corona Del Mar;Dover;51681;ND;31-07-1973;442-906-6733;106.68
934;Jackson;101 Tully Road East;Denver;69635;MT;12-06-1977;739-137-9202;84.04
935;Harrison;217 S Rustle St;Austin;24963;MN;28-07-1976;611-295-7377;86.8
936;Roosevelt;586 Cabrillo Highway;Juneau;20404;SC;28-04-1983;598-891-3954;114.96
937;Clinton;819 Carpinteria North;Providence;13130;ID;10-09-1980;544-954-1969;56.23
938;Clinton;799 Camelback Rd;Sacramento;49864;ND;10-04-1984;443-693-7231;52.4
939;Jackson;371 Greenwood Road BLDG 33;Des Moines;23685;NH;24-08-1995;777-661-2211;77.18
940;Washington;648 Milpas Street;Salem;86078;MD;24-08-1979;721-671-7006;119.56
941;Johnson;794 Santa Rosa South;Little Rock;71408;MT;14-05-1968;402-984-7949;20.25
942;Harrison;913 Santa Monica Road;Concord;61919;IL;21-07-1982;690-874-6451;30.27
943;Truman;199 Newbury Road APT 40;Annapolis;40635;CA;10-08-1962;655-828-3941;118.31
944;Tyler;17 1/4 N Kentwood;Albany;39959;VT;16-04-1972;581-984-2440;108.11
945;Taylor;786 Timberlane Drive;Springfield;41910;OH;19-08-1954;710-475-6405;67.89
946;Johnson;990 Santa Rosa North;Annapolis;37267;IA;09-06-1977;513-510-4527;93.93
947;Jefferson;825 Fontaine Road APT 49;Olympia;40185;MS;29-04-1965;422-893-7994;4.86
948;Tyler;326 3/4 Greenwood Road BLDG 7;Lincoln;25535;NH;20-12-1959;597-428-6413;61.3
949;Roosevelt;171 S Rustle St UNIT 16;Boston;47210;MO;27-10-1964;947-385-9855;84.6
950;Arthur;661 1/4 S Rustle St BLDG 45;Charleston;60001;NM;08-06-1950;448-373-1863;22.67
951;Van Buren;717 Hutchinson Rd;Indianapolis;57407;MA;02-11-1957;755-802-2727;29.38
952;Monroe;368 East Fry Blvd.;Harrisburg;83062;MT;15-07-1984;538-997-5938;98.46
953;Quincy;733 Padre Boulevard;Juneau;52078;MO;18-12-1997;784-638-1311;102.6
954;Harrison;132 Harry S Truman Blvd;Denver;71657;IN;03-03-1979;823-645-9098;8.24
955;Truman;522 El Camino Real;Frankfort;83197;CA;15-01-1987;642-278-7201;92.08
956;Fillmore;684 W. Russell St.;Honolulu;58457;OK;24-02-1986;262-927-7232;5.5
957;Madison;719 Harry S Truman Blvd;Little Rock;22325;IA;26-10-1991;799-788-9023;112.75
958;Grant;192 Newbury Road;Juneau;88368;MA;19-11-1977;263-868-4079;95.42
959;Harrison;547 El Camino Real BLDG 11;Augusta;49102;NM;11-02-1950;293-340-6224;112.82
960;Eisenhower;411 Richmond Hill BLDG 33;Juneau;33302;WI;20-01-1963;878-975-9093;12.41
961;Wilson;643 Corona Del Mar;Sacramento;31023;SD;16-08-1954;483-722-9581;100.29
962;Taft;378 Harry S Truman Blvd;Tallahassee;44986;DE;04-08-1994;387-953-2757;65.69
963;Garfield;721 San Ysidro Blvd;Lansing;28432;GA;04-08-1962;760-591-9307;75.5
964;Garfield;510 N Kentwood;Raleigh;46381;MS;10-02-1980;288-259-3536;64.93
965;Adams;688 Jones Road;Lincoln;33676;ID;12-07-1951;366-938-1624;105.02
966;Arthur;239 Lindbergh Blvd;Des Moines;51361;KS;07-12-1984;318-973-8451;87.1
967;Coolidge;227 San Ysidro Blvd;Topeka;45190;WI;21-02-1969;644-806-6886;70.6
968;Taft;122 3/4 North Erringer Road;Oklahoma City;73856;VA;01-01-1954;353-123-8136;62.92
969;Johnson;219 Carpinteria South;Raleigh;27879;NC;18-09-1969;629-157-5683;71.71
970;Jefferson;422 Bayshore Freeway APT 16;Raleigh;61956;WA;21-09-1950;589-203-3927;26.4
971;Madison;444 Redwood Highway;Helena;24704;PA;16-01-1965;732-982-6014;98.54
972;Clinton;88 3/4 Tanger Blvd;Columbus;76258;TX;04-02-1959;450-263-1169;15.59
973;Clinton;877 Grandview Drive UNIT 49;Montpelier;32598;WA;17-03-1974;632-616-3505;86.69
974;Grant;974 Westside Freeway;Santa Fe;73420;NC;26-02-1987;852-356-8506;94.71
975;Jefferson;661 Harbor Dr STE 1;Denver;88581;ME;21-04-1988;910-284-7765;60.78
976;Harrison;577 3/4 Padre Boulevard;Columbus;59410;WV;12-01-1974;232-182-4024;91.24
977;Polk;163 1/4 San Luis Obispo North;Raleigh;44039;IA;08-05-1986;541-795-7971;75.32
978;Truman;515 Bailard Avenue;Oklahoma City;21344;ID;01-10-1974;597-860-9105;75.31
979;Polk;853 Monroe Street;Columbus;12898;AZ;14-07-1954;996-763-1884;73.82
980;Madison;480 Padre Boulevard NO 47;Santa Fe;37426;MS;24-12-1956;799-108-4203;40.24
981;Coolidge;407 Apalachee Parkway;Lincoln;80579;KS;03-01-1969;653-324-1378;95.42
982;Garfield;697 North Broadway Street UNIT 17;Salem;13689;AL;08-12-1995;871-131-9635;77.51
983;Johnson;516 Harbor Dr;Honolulu;63914;PA;08-06-1982;270-969-9812;98.31
984;Ford;308 East Calle Primera;Denver;30439;NC;31-07-1985;663-931-7791;14.13
985;Buchanan;659 San Simeon;Salt Lake City;55637;IN;02-06-1974;433-420-4313;38.61
986;Lincoln;689 Jean de la Fontaine;Pierre;19096;PA;07-05-1964;991-592-7664;7.51
987;Truman;953 3/4 Jean de la Fontaine;Baton Rouge;77354;PA;17-01-1986;911-621-2746;78.13
988;Adams;144 Woodson Rd.;Charleston;55745;MI;30-07-1957;527-913-3638;43.2
989;Nixon;567 Camelback Rd;Raleigh;13373;VA;04-10-1954;849-309-4007;99.23
990;Coolidge;242 North Preisker Lane;Concord;16138;HI;20-10-1978;276-781-9447;14.81
991;Roosevelt;238 San Marcos BLDG 22;Boston;74325;ND;16-08-1997;526-594-1397;26.85
992;Johnson;766 Via Real;Albany;13607;IA;24-02-1980;451-412-3682;64.04
993;Garfield;111 Bowles Avenue;Sacramento;36921;LA;20-05-1979;807-874-4390;45.14
994;Washington;686 3/4 Padre Boulevard;Austin;51703;TN;18-12-1985;373-206-7763;83.36
995;Reagan;444 Moreno Drive;Madison;76431;OR;27-03-1997;604-447-6338;109.49
996;Carter;45 Erringer Road;Salt Lake City;19457;IL;29-11-1983;240-681-3862;93.83
997;Ford;409 Carpinteria Avenue;Bismarck;43119;PA;06-10-1970;901-696-6735;72.71
998;Pierce;59 Erringer Road;Annapolis;13192;NE;12-09-1975;582-298-7018;57.6
999;Clinton;715 Carpinteria North;Phoenix;11840;NY;09-01-1993;846-275-3390;42.59
1000;Cleveland;321 Santa Monica Road;Nashville;14995;IL;14-08-1977;221-781-3399;64.67
1001;Van Buren;736 Moreno Drive APT 49;Salem;25383;OR;04-02-1991;449-212-5336;12.68
1002;Cleveland;125 Jean de la Fontaine;Springfield;84131;NE;11-02-1965;995-999-2260;107.8
1003;Harding;356 1/4 Camelback Rd;Albany;49202;CO;11-03-1992;618-101-4043;39.61
1004;Johnson;124 Lawrenceville Suwanee;Oklahoma City;83587;IL;16-07-1959;428-265-6895;55.78
1005;Hoover;930 1/2 Santa Ana Freeway;Jefferson City;64821;AZ;14-08-1951;247-964-2670;71.43
1006;Wilson;835 Carpinteria South STE 16;Little Rock;33290;WA;16-04-1987;229-656-5466;119.52
1007;Hayes;502 Bowles Avenue STE 50;Oklahoma City;46372;IA;20-08-1982;704-888-9794;69.54
1008;Cleveland;803 1/4 Lindbergh Blvd;Oklahoma City;23103;VT;14-07-1989;993-883-4791;102.37
1009;Roosevelt;627 San Marcos;Boise;26666;PA;01-08-1968;221-380-4031;49.72
1010;Cleveland;137 3/4 Milpas Street;Baton Rouge;37264;NJ;08-09-1964;971-546-7958;92.99
1011;Johnson;801 Monroe Street NO 22;Columbia;55010;AZ;09-04-1997;951-397-2640;86.31
1012;Clinton;76 1/2 Jean de la Fontaine;Denver;33397;CT;28-10-1965;931-554-7752;111.93
1013;Coolidge;809 1/4 North Preisker Lane NO 2;Santa Fe;20399;NV;21-12-1997;375-530-4985;99.44
1014;Roosevelt;295 Lake Tahoe Blvd.;Pierre;46496;MN;05-04-1971;513-106-7865;42.53
1015;Fillmore;743 Westside Freeway STE 14;Denver;56720;NM;04-02-1997;632-561-1711;7.97
1016;Madison;33 Tanger Blvd;Atlanta;48098;GA;01-06-1994;543-755-6095;70.64
1017;Ford;948 1/2 North Broadway Street;Helena;24501;VT;02-11-1972;658-721-2740;44.12
1018;Johnson;198 North Erringer Road;Frankfort;79642;NH;27-03-1995;304-401-9288;41.75
1019;Carter;602 North Preisker Lane;Lansing;29869;MS;12-11-1980;302-709-3826;27.33
1020;Quincy;191 Pacific Hwy S;Harrisburg;27116;KY;03-04-1983;609-787-9791;47.25
1021;Adams;873 Calle Real STE 21;Richmond;81044;WV;14-05-1987;916-468-9222;83.73
1022;Buchanan;564 1/2 Fontaine Road;Salt Lake City;44264;ND;08-08-1994;497-992-6487;17.7
1023;Harrison;825 Carpinteria Avenue;Springfield;69607;NE;06-07-1961;761-501-7977;29.31
1024;Roosevelt;642 San Diego Freeway;Carson City;32122;OK;14-01-1973;386-950-4630;43.73
1025;Pierce;8 Carpinteria North;Dover;50515;MD;17-08-1975;560-701-8076;34.35
1026;McKinley;933 Via Real APT 34;Lincoln;33625;DE;10-04-1981;701-537-2007;33.32
1027;Jefferson;394 Lindbergh Blvd;Boston;64565;NH;19-03-1977;317-414-3733;100.77
1028;Carter;280 French Camp Turnpike Road;Pierre;60192;NV;22-09-1980;416-695-6740;102.22
1029;Van Buren;251 3/4 San Diego Freeway NO 7;Phoenix;53233;SD;30-12-1964;736-951-2255;22.08
1030;Clinton;332 Bayshore Freeway;Trenton;80217;CA;06-12-1965;936-700-9826;115.89
1031;Johnson;867 South Highway;Little Rock;19884;SD;16-03-1969;363-241-8016;80.85
1032;Fillmore;567 Newbury Road STE 23;Jackson;79194;GA;29-09-1955;933-289-6596;105.53
1033;Arthur;305 1/4 Grandview Drive BLDG 46;Topeka;44600;HI;13-04-1968;590-167-5528;33.14
1034;Johnson;706 South Highway;Sacramento;70359;NE;30-07-1979;792-294-3546;88.54
1035;Nixon;158 East 1st Street;Montgomery;38489;OR;13-03-1982;435-543-3570;71.84
1036;Jefferson;985 W. Russell St.;Hartford;47234;IL;05-11-1968;266-158-2497;36.53
1037;Kennedy;572 1/4 Camelback Rd;Olympia;35898;ID;12-07-1970;842-718-9036;54.09
1038;Johnson;840 Via Real BLDG 11;Providence;52893;MS;05-10-1955;390-825-9619;104.16
1039;Cleveland;411 Bayshore Freeway;Santa Fe;71604;MO;22-07-1991;801-310-5809;45.72
1040;Ford;99 3/4 Calle Real;Nashville;83905;NH;20-09-1985;865-136-3537;112.27
1041;Coolidge;326 1/2 Harbor Dr;Concord;52345;AZ;02-07-1986;664-722-7311;58.59
1042;Eisenhower;187 French Camp Turnpike Road;Hartford;86074;NH;24-06-1977;350-470-3374;109.16
1043;Coolidge;745 Cerrillos Road;Salem;46334;FL;16-02-1957;929-275-4693;10.56
1044;Taft;245 East 1st Street STE 28;Springfield;14133;LA;22-03-1969;902-898-6484;49.78
1045;Grant;303 French Camp Turnpike Road;Nashville;82361;HI;18-11-1972;261-363-8230;84.84
1046;Harrison;364 Moreno Drive;Montgomery;53221;NV;22-10-1952;353-365-3428;11.76
1047;Grant;940 3/4 Pacific Hwy S;Albany;57478;CA;08-10-1983;670-636-8306;66.73
1048;Monroe;724 East Fry Blvd.;Juneau;83401;MA;30-04-1950;704-800-4371;45.22
1049;McKinley;134 Steele Lane NO 9;Albany;79914;KY;18-02-1955;751-133-4668;118.49
1050;Johnson;961 3/4 Lawrenceville Suwanee;Jefferson City;66989;WA;28-02-1991;716-221-4455;66.42
1051;Madison;616 El Camino Real;Jefferson City;24614;WA;22-07-1988;548-840-5913;25.79
1052;Polk;359 Tully Road East;Nashville;75090;NE;07-10-1995;365-293-4561;71.98
1053;Hayes;237 1/4 Moreno Drive;Tallahassee;31079;MI;17-01-1961;950-456-1181;38.81
1054;Reagan;305 W. Russell St.;Juneau;15172;KS;19-04-1968;964-844-1659;17.88
1055;Jefferson;954 1/2 Pacific Hwy S;Annapolis;87471;NC;09-09-1954;741-964-6055;77.43
1056;Eisenhower;546 E Fowler Avenue;Topeka;40249;OK;10-05-1952;982-859-7405;99.71
1057;Polk;734 3/4 Woodson Rd.;Jackson;49608;GA;28-12-1976;261-454-2397;55.0
1058;Garfield;865 Hutchinson Rd;Annapolis;17471;CO;18-12-1983;608-497-4725;96.88
1059;Adams;204 Bayshore Freeway NO 31;Oklahoma City;50474;NV;26-01-1980;773-660-3011;103.72
1060;Fillmore;2 Bowles Avenue UNIT 43;Phoenix;27071;ID;30-12-1951;269-710-3268;18.48
1061;Reagan;250 San Ysidro Blvd;Baton Rouge;33813;IN;09-11-1950;875-779-3102;8.55
1062;Johnson;104 Milpas Street UNIT 8;Jefferson City;12121;NJ;02-04-1960;929-853-1252;82.88
1063;Nixon;263 Harbor Dr;Madison;32772;RI;02-08-1952;307-604-9399;23.67
1064;Lincoln;541 Fontaine Road;Pierre;14070;WV;12-05-1973;608-313-1252;15.7
1065;Taft;896 E Fowler Avenue UNIT 3;Jackson;64274;NH;24-08-1961;849-188-2256;117.73
1066;Ford;887 Carpinteria Avenue;Jefferson City;52151;ME;28-08-1988;952-498-7441;10.56
1067;Washington;7 Lawrenceville Suwanee;Augusta;39594;IN;26-01-1980;647-604-8267;88.76
1068;Fillmore;761 3/4 Apalachee Parkway;Santa Fe;32464;AR;23-04-1972;264-175-5183;36.8
1069;Arthur;378 1/4 San Marcos;Austin;40811;CT;21-10-1955;919-696-9817;18.75
1070;Harrison;214 Cleveland Ave.;Augusta;32114;OR;15-10-1961;843-722-6038;80.4
1071;Truman;83 1/2 Castillo Drive;Richmond;39160;MD;14-12-1966;930-209-6879;77.73
1072;Hoover;387 Steele Lane;Jackson;26071;AL;07-12-1980;240-358-3516;118.78
1073;Monroe;931 French Camp Turnpike Road;Carson City;33109;MO;16-03-1986;595-159-6378;8.96
1074;McKinley;668 Tanger Blvd;Jefferson City;53218;ND;12-10-1953;291-658-7095;112.32
1075;Wilson;212 East 1st Street;Olympia;12510;PA;05-08-1993;632-480-9980;89.9
1076;Tyler;635 Milpas Street NO 39;Salem;18982;ND;28-04-1959;709-355-4277;15.85
1077;Clinton;940 3/4 Westside Freeway NO 13;Tallahassee;67517;KS;29-10-1969;769-643-2287;58.44
1078;Eisenhower;416 1/2 Lake Tahoe Blvd. BLDG 35;Montgomery;60104;AZ;30-05-1981;307-213-4871;63.36
1079;Hayes;507 Carpinteria South;Boise;74933;KS;25-04-1986;777-165-5875;62.05
1080;Carter;478 Carpinteria Avenue;Charleston;51641;TN;04-01-1952;257-689-3930;28.85
1081;Roosevelt;379 San Luis Obispo North;Juneau;67440;NV;18-02-1996;416-620-5128;26.33
1082;Garfield;911 Harry S Truman Blvd;Juneau;45113;HI;21-11-1985;815-447-4215;28.31
1083;Hayes;331 Katella Avenue;Montgomery;81416;MT;06-02-1950;243-236-5321;102.52
1084;Carter;906 Redwood Highway;Lansing;81247;NY;10-02-1997;740-378-1272;106.26
1085;Jefferson;726 Moreno Drive;Olympia;78486;CT;11-02-1962;612-248-6687;85.62
1086;Kennedy;416 1/2 North Erringer Road;Pierre;18939;CT;29-04-1963;851-940-5319;60.91
1087;Coolidge;676 Cleveland Ave.;Montpelier;17901;IN;04-01-1972;376-121-4344;101.89
1088;Fillmore;774 Newbury Road;Columbia;77736;CA;27-02-1956;522-624-7486;113.57
1089;Pierce;77 1/2 Katella Avenue;Juneau;58211;NC;16-01-1950;245-381-2731;93.4
1090;Grant;378 3/4 Santa Rosa North;Honolulu;47602;CO;23-11-1979;970-910-4609;79.81
